Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Number of Black Carts Delivered,Current Activity,Most Recent Action,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,LoadWeight,LoadCapacity,Note
10/24/2017,Open,,17-07153208,Garbage Cart Black Maintenance/Replacement,,,,4728 W WRIGHTWOOD AVE,60639,1144419.371,1917106.04,31,25,19,,41.92866263,-87.74521558,"(41.92866262838921, -87.74521557575014)",52,50,TRUE
10/24/2017,Open,,17-07151651,Garbage Cart Black Maintenance/Replacement,,,,6212 W DIVERSEY AVE,60639,1134453.325,1917952.814,30,25,19,,41.93117226,-87.78136071,"(41.931172257440544, -87.78136070776127)",52,50,TRUE
10/24/2017,Completed - Dup,10/30/2017,17-07156997,Garbage Cart Black Maintenance/Replacement,,,,2945 N AUSTIN AVE,60634,1135882.576,1918957.807,30,25,19,,41.93430788,-87.77592538,"(41.93430787658745, -87.77592538423427)",2,50,TRUE
10/24/2017,Open,,17-07154613,Garbage Cart Black Maintenance/Replacement,,,,3051 N MENARD AVE,60634,1137181.497,1919697.217,30,25,19,,41.93637142,-87.77113594,"(41.93637141753204, -87.77113594324283)",11,50,TRUE
10/24/2017,Open,,17-07156130,Garbage Cart Black Maintenance/Replacement,,,,3134 N AUSTIN AVE,60634,1135838.052,1920339.5,30,25,19,,41.93769495,-87.77633683,"(41.93769494849484, -87.77633683097321)",54,50,FALSE
10/24/2017,Open,,17-07145747,Garbage Cart Black Maintenance/Replacement,,,,3054 N RACINE AVE,60657,1167754.484,1920508.35,32,19,6,27,41.93785056,-87.65904259,"(41.937850560101744, -87.65904258606575)",0,50,TRUE
10/24/2017,Open,,17-07159956,Garbage Cart Black Maintenance/Replacement,,,,655 W ALDINE AVE,60657,1171278.154,1922149.152,44,19,6,8,41.9417298,-87.646532,"(41.941729801562076, -87.64653199905332)",37,50,TRUE
10/24/2017,Open,,17-07153803,Garbage Cart Black Maintenance/Replacement,,,,3511 N NOTTINGHAM AVE,60634,1128125.841,1922515.389,38,16,17,,41.94386706,-87.80434054,"(41.94386706028128, -87.80434054129991)",7,50,FALSE
10/24/2017,Open - Dup,,17-07155360,Garbage Cart Black Maintenance/Replacement,,,,3545 N NORA AVE,60634,1128788.55,1922764.257,38,16,17,,41.94487627,-87.80190941,"(41.944876272680844, -87.80190941071926)",45,50,FALSE
10/24/2017,Open - Dup,,17-07156294,Garbage Cart Black Maintenance/Replacement,,,,8006 W ADDISON ST,60634,1122026.88,1922962.63,38,16,17,,41.94512935,-87.8269517,"(41.945129353961654, -87.8269516993975)",46,50,FALSE
10/24/2017,Open,,17-07155090,Garbage Cart Black Maintenance/Replacement,,,,3720 N OLCOTT AVE,60634,1125417.731,1923725.045,38,16,17,,41.94726323,-87.81456223,"(41.94726323385522, -87.81456222762318)",11,50,TRUE
10/24/2017,Open - Dup,,17-07159360,Garbage Cart Black Maintenance/Replacement,,,,4113 N CENTRAL PARK AVE,60618,1151655.516,1927101.76,35,17,16,,41.95604093,-87.71773237,"(41.956040930323894, -87.71773237151297)",47,50,FALSE
10/24/2017,Open - Dup,,17-07155956,Garbage Cart Black Maintenance/Replacement,,,,4236 N TRIPP AVE,60641,1147237.487,1927815.113,39,17,16,,41.95833474,-87.734259,"(41.95833474479496, -87.73425900383067)",52,50,FALSE
10/24/2017,Open,,17-07157883,Garbage Cart Black Maintenance/Replacement,,,,5034 W WILSON AVE,60630,1141858.55,1930110.976,45,16,15,,41.96440024,-87.75396569,"(41.964400238508006, -87.75396568909903)",62,50,TRUE
10/24/2017,Open,,17-07155301,Garbage Cart Black Maintenance/Replacement,,,,6239 W GUNNISON ST,60630,1133498.19,1931572.528,38,16,15,,41.96834199,-87.78469293,"(41.96834198941739, -87.78469293301671)",59,50,FALSE
10/24/2017,Open,,17-07154028,Garbage Cart Black Maintenance/Replacement,,,,4828 W GUNNISON ST,60630,1143299.006,1931809.704,45,16,12,,41.96903477,-87.74897782,"(41.96903476711136, -87.74897781828639)",47,50,FALSE
10/24/2017,Open,,17-07156349,Garbage Cart Black Maintenance/Replacement,,,,4838 N DRAKE AVE,60625,1151844.732,1931918.754,33,17,14,,41.96952529,-87.71720875,"(41.969525293820645, -87.71720874582704)",33,50,TRUE
10/24/2017,Open,,17-07156751,Garbage Cart Black Maintenance/Replacement,,,,8201 W BERWYN AVE,60656,1120630.316,1934042.589,41,16,10,,41.97533853,-87.83179463,"(41.97533853077099, -87.83179463044127)",24,50,TRUE
10/24/2017,Open - Dup,,17-07152757,Garbage Cart Black Maintenance/Replacement,,,,5342 N NATCHEZ AVE,60656,1132247.326,1935141.156,45,16,10,,41.97874911,-87.78917347,"(41.978749109783834, -87.78917346749877)",43,50,TRUE
10/24/2017,Open,,17-07147476,Garbage Cart Black Maintenance/Replacement,,,,1401 W HOLLYWOOD AVE,60660,1165943.401,1938013.257,48,20,77,22,41.98538424,-87.66513665,"(41.98538424387912, -87.665136646132)",36,50,TRUE
10/24/2017,Open,,17-07150637,Garbage Cart Black Maintenance/Replacement,,,,5858 N TALMAN AVE,60659,1157609.345,1938805.57,40,20,2,,41.98850379,-87.69583509,"(41.988503792080714, -87.69583508523672)",24,50,TRUE
10/24/2017,Open,,17-07157996,Garbage Cart Black Maintenance/Replacement,,,,6121 N FOREST GLEN AVE,60646,1145347.298,1940274.375,39,17,12,,41.99228219,-87.74041832,"(41.99228218694554, -87.74041831981597)",47,50,FALSE
10/24/2017,Open,,17-07151510,Garbage Cart Black Maintenance/Replacement,,,,7322 N ORIOLE AVE,60631,1124738.135,1948000.149,41,16,9,,42.01399145,-87.81651205,"(42.013991448851634, -87.81651204866353)",56,50,FALSE
10/23/2017,Open,,17-07133616,Garbage Cart Black Maintenance/Replacement,,,,12846 S LOWE AVE,60628,1174328.591,1819578.486,9,5,53,,41.66011667,-87.63786026,"(41.660116673378084, -87.63786026052053)",28,50,TRUE
10/23/2017,Open,,17-07133602,Garbage Cart Black Maintenance/Replacement,,,,12844 S LOWE AVE,60628,1174328.291,1819589.886,9,5,53,,41.66017495,-87.6378616,"(41.66017494980695, -87.63786159980762)",19,50,TRUE
10/23/2017,Open,,17-07122510,Garbage Cart Black Maintenance/Replacement,,,,12623 S LOWE AVE,60628,1174279.341,1821174.174,9,5,53,,41.66440762,-87.63769731,"(41.66440762470058, -87.63769730975413)",26,50,TRUE
10/23/2017,Open,,17-07135021,Garbage Cart Black Maintenance/Replacement,,,,12000 S PERRY AVE,60628,1177748.206,1825385.411,9,5,53,,41.67609068,-87.6251531,"(41.67609068054219, -87.62515309952724)",32,50,FALSE
10/23/2017,Open,,17-07131268,Garbage Cart Black Maintenance/Replacement,,,,11835 S MORGAN ST,60643,1171789.541,1826338.16,34,5,53,,41.67851689,-87.64665703,"(41.67851688628785, -87.64665703251373)",65,50,FALSE
10/23/2017,Open,,17-07121949,Garbage Cart Black Maintenance/Replacement,,,,3543 W 116TH PL,60655,1154849.175,1827110.596,19,22,74,,41.68127374,-87.70945147,"(41.68127374337588, -87.7094514687688)",43,50,TRUE
10/23/2017,Open,,17-07130385,Garbage Cart Black Maintenance/Replacement,,,,11547 S ARTESIAN AVE,60655,1162129.93,1827990.998,19,22,75,20,41.68314238,-87.68196627,"(41.68314238131713, -87.6819662733989)",32,50,TRUE
10/23/2017,Open - Dup,,17-07134739,Garbage Cart Black Maintenance/Replacement,,,,11516 S LOWE AVE,60628,1174023.468,1828552.04,34,5,53,,41.68455211,-87.63875538,"(41.68455210876011, -87.6387553817312)",38,50,FALSE
10/23/2017,Open,,17-07133378,Garbage Cart Black Maintenance/Replacement,,,,11442 S PARNELL AVE,60628,1174684.607,1829015.548,34,22,49,,41.68569623,-87.63626795,"(41.68569623374698, -87.63626794978225)",57,50,FALSE
10/23/2017,Open,,17-07133426,Garbage Cart Black Maintenance/Replacement,,,,10919 S LOWE AVE,60628,1173917.526,1832466.861,34,22,49,,41.69544321,-87.63869332,"(41.69544320949833, -87.63869332467952)",4,50,FALSE
10/23/2017,Open,,17-07130547,Garbage Cart Black Maintenance/Replacement,,,,10835 S PEORIA ST,60643,1172243.785,1832962.029,34,22,75,,41.69670297,-87.64480243,"(41.69670296598366, -87.64480243424619)",45,50,TRUE
10/23/2017,Open,,17-07127841,Garbage Cart Black Maintenance/Replacement,,,,10820 S DREW ST,60643,1167016.059,1832981.974,19,22,75,,41.69686767,-87.66409042,"(41.69686767165014, -87.6640904172594)",35,50,TRUE
10/23/2017,Open,,17-07133440,Garbage Cart Black Maintenance/Replacement,,,,43 W 104TH PL,60628,1177819.991,1835677.75,34,5,49,,41.70430209,-87.62496348,"(41.70430209206584, -87.62496348242756)",28,50,FALSE
10/23/2017,Open,,17-07124945,Garbage Cart Black Maintenance/Replacement,,,,10503 S AVENUE H,60617,1202831.296,1835928.089,10,4,52,,41.70440927,-87.53272095,"(41.704409273850565, -87.53272094569395)",36,50,TRUE
10/23/2017,Open,,17-07126908,Garbage Cart Black Maintenance/Replacement,,,,1625 W 102ND ST,60643,1167328.93,1836998.51,19,22,72,,41.70815653,-87.66322354,"(41.70815652619133, -87.66322353914892)",43,50,FALSE
10/23/2017,Open,,17-07122993,Garbage Cart Black Maintenance/Replacement,,,,10125 S INDIANA AVE,60628,1179370.662,1837879.175,9,5,49,,41.71011495,-87.61856351,"(41.71011495162311, -87.61856350756764)",1,50,FALSE
10/23/2017,Open - Dup,,17-07129395,Garbage Cart Black Maintenance/Replacement,,,,10046 S RHODES AVE,60628,1181680.74,1838470.451,9,5,49,,41.71144501,-87.61037151,"(41.711445014964454, -87.61037150799889)",52,50,FALSE
10/23/2017,Open,,17-07130913,Garbage Cart Black Maintenance/Replacement,,,,9932 S CHARLES ST,60643,1167751.664,1838769.532,19,22,72,,41.71300185,-87.66134698,"(41.71300184780869, -87.66134698282889)",59,50,FALSE
10/23/2017,Open,,17-07140779,Garbage Cart Black Maintenance/Replacement,,,,9804 S EMERALD AVE,60628,1173038.071,1839827.519,34,22,73,,41.71585359,-87.64199514,"(41.71585358668579, -87.64199514348707)",9,50,TRUE
10/23/2017,Open,,17-07128590,Garbage Cart Black Maintenance/Replacement,,,,9730 S DAMEN AVE,60643,1164738.576,1840119.823,19,22,72,,41.71650358,-87.67237402,"(41.716503577289956, -87.67237402140225)",41,50,TRUE
10/23/2017,Open - Dup,,17-07120640,Garbage Cart Black Maintenance/Replacement,,,,9754 S DREXEL AVE,60628,1183946.971,1840323.178,8,5,50,,41.71684813,-87.60202265,"(41.71684813022171, -87.6020226520872)",10,50,TRUE
10/23/2017,Open,,17-07130194,Garbage Cart Black Maintenance/Replacement,,,,9620 S BENSLEY AVE,60617,1194423.734,1841512.278,10,4,51,,41.71973544,-87.56363609,"(41.719735436790636, -87.56363608536357)",43,50,FALSE
10/23/2017,Open,,17-07128266,Garbage Cart Black Maintenance/Replacement,,,,9547 S PARNELL AVE,60628,1174313.015,1841574.997,21,22,73,,41.72015445,-87.63696547,"(41.72015445203703, -87.63696546550044)",32,50,FALSE
10/23/2017,Open,,17-07124250,Garbage Cart Black Maintenance/Replacement,,,,2115 E 96TH ST,60617,1191678.561,1841717.698,7,4,51,,41.7205563,-87.57347167,"(41.72055629623421, -87.5734716685777)",46,50,TRUE
10/23/2017,Open,,17-07140438,Garbage Cart Black Maintenance/Replacement,,,,9410 S RACINE AVE,60620,1169976.963,1842378.658,21,22,73,,41.72278658,-87.65312986,"(41.72278657540288, -87.6531298560417)",20,50,FALSE
10/23/2017,Open - Dup,,17-07125966,Garbage Cart Black Maintenance/Replacement,,,,9258 S RACINE AVE,60620,1169950.659,1843387.067,21,22,73,,41.72507898,-87.65318508,"(41.72507898484095, -87.65318508467361)",51,50,TRUE
10/23/2017,Open,,17-07135600,Garbage Cart Black Maintenance/Replacement,,,,9161 S HARVARD AVE,60620,1175712.681,1844055.19,21,6,49,,41.72729348,-87.6319723,"(41.727293479418115, -87.63197230099996)",12,50,TRUE
10/23/2017,Open,,17-07133836,Garbage Cart Black Maintenance/Replacement,,,,219 W 90TH PL,60620,1176317.817,1844799.832,21,6,49,,41.72943552,-87.62972692,"(41.729435522092366, -87.62972692197492)",33,50,FALSE
10/23/2017,Open,,17-07131945,Garbage Cart Black Maintenance/Replacement,,,,8745 S WINCHESTER AVE,60620,1165188.97,1846663.637,21,22,71,,41.73447401,-87.67013414,"(41.734474012632305, -87.6701341352429)",42,50,FALSE
10/23/2017,Open,,17-07131967,Garbage Cart Black Maintenance/Replacement,,,,8617 S KENNETH AVE,60652,1148265.447,1846969.935,18,8,70,,41.73602496,-87.73225206,"(41.73602496035625, -87.7322520591317)",50,50,TRUE
10/23/2017,Open,,17-07132906,Garbage Cart Black Maintenance/Replacement,,,,8614 S KOMENSKY AVE,60652,1150911.415,1847128.605,18,8,70,,41.73615916,-87.72283986,"(41.7361591570824, -87.72283986005101)",4,50,FALSE
10/23/2017,Open,,17-07127103,Garbage Cart Black Maintenance/Replacement,,,,4707 W 84TH PL,60652,1146309.8,1847921.082,18,8,70,,41.73855819,-87.73953994,"(41.73855818984633, -87.73953994494207)",39,50,FALSE
10/23/2017,Open,,17-07126649,Garbage Cart Black Maintenance/Replacement,,,,8553 S AVALON AVE,60619,1186391.234,1848453.928,8,4,45,50,41.73925593,-87.59252264,"(41.73925592656518, -87.59252264473824)",39,50,FALSE
10/23/2017,Open,,17-07133861,Garbage Cart Black Maintenance/Replacement,,,,8447 S HONORE ST,60620,1165487.34,1848657.87,21,6,71,,41.73978141,-87.6690957,"(41.73978141232393, -87.66909570329463)",22,50,FALSE
10/23/2017,Open,,17-07131113,Garbage Cart Black Maintenance/Replacement,,,,8409 S SANGAMON ST,60620,1171438.615,1849071.6,21,6,71,,41.74116742,-87.64726422,"(41.74116742392141, -87.64726421572448)",37,50,TRUE
10/23/2017,Completed,10/24/2017,17-07136947,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,8316 S SAGINAW AVE,60617,1195280.389,1850343.31,7,4,46,,41.7439984,-87.5601847,"(41.74399840023008, -87.5601847032855)",54,50,TRUE
10/23/2017,Open - Dup,,17-07129878,Garbage Cart Black Maintenance/Replacement,,,,4144 W CREST LINE ST,60652,1150261.77,1850039.98,18,8,70,,41.74439629,-87.72513157,"(41.744396286531405, -87.72513157251295)",38,50,TRUE
10/23/2017,Open,,17-07130597,Garbage Cart Black Maintenance/Replacement,,,,2563 W 81ST ST,60652,1160608.086,1850839.584,18,8,70,,41.74627597,-87.68764982,"(41.74627596672336, -87.68764981668474)",26,50,TRUE
10/23/2017,Open,,17-07130176,Garbage Cart Black Maintenance/Replacement,,,,7935 S KINGSTON AVE,60617,1194564.5,1852834.403,7,4,46,49,41.75076865,-87.56242999,"(41.75076864658218, -87.56242998671809)",37,50,FALSE
10/23/2017,Open,,17-07129027,Garbage Cart Black Maintenance/Replacement,,,,7508 S MAY ST,60620,1169953.8,1854950.72,17,6,71,,41.75730854,-87.65285034,"(41.75730853968393, -87.65285033893919)",50,50,TRUE
10/23/2017,Open - Dup,,17-07124242,Garbage Cart Black Maintenance/Replacement,,,,7441 S KENWOOD AVE,60619,1186498.682,1855926.862,8,3,43,,41.75931609,-87.5918845,"(41.759316090129545, -87.5918845031259)",43,50,TRUE
10/23/2017,Open,,17-07127261,Garbage Cart Black Maintenance/Replacement,,,,7359 S MAY ST,60621,1169926.599,1855996.927,17,7,68,,41.75970855,-87.65261662,"(41.75970855419102, -87.65261661547733)",35,50,FALSE
10/23/2017,Open,,17-07133390,Garbage Cart Black Maintenance/Replacement,,,,1507 E 73RD ST,60619,1187540.045,1856888.166,7,3,43,42,41.76228547,-87.58814011,"(41.762285465298554, -87.58814010577673)",55,50,FALSE
10/23/2017,Open,,17-07125643,Garbage Cart Black Maintenance/Replacement,,,,7035 S TALMAN AVE,60629,1159923.423,1857896.233,17,8,66,14,41.76536836,-87.68923415,"(41.76536835579076, -87.68923415099086)",62,50,FALSE
10/23/2017,Open,,17-07123940,Garbage Cart Black Maintenance/Replacement,,,,7111 S GREENWOOD AVE,60619,1184782.6,1858060.647,5,3,69,,41.76551645,-87.59811529,"(41.765516454106816, -87.59811529270651)",33,50,TRUE
10/23/2017,Open,,17-07133496,Garbage Cart Black Maintenance/Replacement,,,,7023 S FAIRFIELD AVE,60629,1159254.385,1857957.69,17,8,66,14,41.76566856,-87.69168419,"(41.76566856149809, -87.69168419425206)",28,50,FALSE
10/23/2017,Open - Dup,,17-07124026,Garbage Cart Black Maintenance/Replacement,,,,6933 S PRAIRIE AVE,60637,1179241.661,1858992.421,6,3,69,,41.76833334,-87.61839918,"(41.76833334078086, -87.61839918173122)",21,50,TRUE
10/23/2017,Open,,17-07132389,Garbage Cart Black Maintenance/Replacement,,,,3911 W 68TH PL,60629,1151475.54,1858893.094,13,8,65,3,41.76856445,-87.72055447,"(41.76856444572694, -87.72055447337934)",51,50,FALSE
10/23/2017,Open - Dup,,17-07135965,Garbage Cart Black Maintenance/Replacement,,,,6830 S MARSHFIELD AVE,60636,1166519.99,1859415.294,17,7,67,,41.76941469,-87.66530258,"(41.76941469126193, -87.66530257898579)",44,50,FALSE
10/23/2017,Open,,17-07127281,Garbage Cart Black Maintenance/Replacement,,,,6729 S ST LAWRENCE AVE,60637,1181393.973,1860526.93,20,3,42,,41.77217881,-87.61044283,"(41.77217880740133, -87.61044283031646)",58,50,FALSE
10/23/2017,Open,,17-07128026,Garbage Cart Black Maintenance/Replacement,,,,6630 S WHIPPLE ST,60629,1157193.19,1860510.866,17,8,66,,41.77261259,-87.69946274,"(41.77261258975946, -87.69946273510692)",64,50,TRUE
10/23/2017,Open,,17-07131954,Garbage Cart Black Maintenance/Replacement,,,,6448 S MOZART ST,60629,1158488.529,1861754.914,17,8,66,,41.77582364,-87.69467647,"(41.77582363828642, -87.69467647011663)",64,50,FALSE
10/23/2017,Open - Dup,,17-07134725,Garbage Cart Black Maintenance/Replacement,,,,6358 S KENNETH AVE,60629,1147801.451,1862034.504,13,8,65,3,41.77677555,-87.73384498,"(41.77677555223011, -87.73384498010803)",64,50,FALSE
10/23/2017,Open - Dup,,17-07123800,Garbage Cart Black Maintenance/Replacement,,,,6451 S VERNON AVE,60637,1180359.05,1862334.411,20,3,42,,41.77694315,-87.61418585,"(41.77694314611751, -87.61418584609103)",1,50,FALSE
10/23/2017,Open,,17-07136359,Garbage Cart Black Maintenance/Replacement,,,,6407 S MAPLEWOOD AVE,60629,1160475.351,1862084.84,16,8,66,,41.77712706,-87.68710126,"(41.77712706212009, -87.68710126320687)",61,50,FALSE
10/23/2017,Open,,17-07131304,Garbage Cart Black Maintenance/Replacement,,,,3535 W 61ST PL,60629,1153898.78,1863612.142,23,8,66,,41.78146154,-87.71188123,"(41.78146153852413, -87.71188122707078)",12,50,FALSE
10/23/2017,Open,,17-07123071,Garbage Cart Black Maintenance/Replacement,,,,1521 W 61ST ST,60636,1167156.81,1864277.424,16,7,67,,41.78302052,-87.66283794,"(41.783020515576084, -87.66283794386041)",8,50,FALSE
10/23/2017,Open - Dup,,17-07128809,Garbage Cart Black Maintenance/Replacement,,,,3830 W 59TH ST,60629,1151846.964,1865208.812,23,8,62,,41.78610489,-87.71932297,"(41.786104893523394, -87.71932296612823)",1,50,FALSE
10/23/2017,Open,,17-07125396,Garbage Cart Black Maintenance/Replacement,,,,3704 W 58TH ST,60629,1152671.257,1865894.486,23,8,62,,41.78797345,-87.71593753,"(41.78797344770845, -87.71593753091229)",57,50,TRUE
10/23/2017,Open - Dup,,17-07124045,Garbage Cart Black Maintenance/Replacement,,,,29 W GARFIELD BLVD,60621,1176916.23,1868416.405,3,2,40,,41.79416509,-87.62683339,"(41.794165092329166, -87.62683338669186)",13,50,FALSE
10/23/2017,Open,,17-07128093,Garbage Cart Black Maintenance/Replacement,,,,5252 S AVERS AVE,60632,1151593.931,1869508.155,23,8,62,,41.79719583,-87.71974159,"(41.797195831173575, -87.71974158534829)",22,50,TRUE
10/23/2017,Open,,17-07127735,Garbage Cart Black Maintenance/Replacement,,,,5257 S TRUMBULL AVE,60632,1154267.92,1869545.674,14,8,63,,41.7972292,-87.7096423,"(41.797229201058556, -87.70964229604219)",31,50,FALSE
10/23/2017,Open,,17-07130202,Garbage Cart Black Maintenance/Replacement,,,,5201 S MONITOR AVE,60638,1138245.775,1869524.919,14,8,56,,41.79803271,-87.76841656,"(41.79803271262883, -87.76841655877627)",22,50,FALSE
10/23/2017,Open - Dup,,17-07121571,Garbage Cart Black Maintenance/Replacement,,,,4745 S ELLIS AVE,60615,1183716.579,1873752.387,4,2,39,47,41.80825846,-87.60152631,"(41.80825846420949, -87.60152630672184)",43,50,FALSE
10/23/2017,Open,,17-07125792,Garbage Cart Black Maintenance/Replacement,,,,516 E 46TH ST,60653,1180565.48,1874633.057,3,2,38,,41.81136358,-87.61308215,"(41.81136357697593, -87.61308215437018)",64,50,FALSE
10/23/2017,Open,,17-07134069,Garbage Cart Black Maintenance/Replacement,,,,4355 S CHRISTIANA AVE,60632,1154744.633,1875570.997,14,8,58,,41.81377476,-87.70772721,"(41.81377475640887, -87.70772721233946)",6,50,TRUE
10/23/2017,Open,,17-07127584,Garbage Cart Black Maintenance/Replacement,,,,3754 S PAULINA ST,60609,1165635.146,1879738.15,12,9,59,,41.82515497,-87.66796536,"(41.825154966848075, -87.66796536027806)",58,50,TRUE
10/23/2017,Open,,17-07128272,Garbage Cart Black Maintenance/Replacement,,,,3255 S KEELER AVE,60623,1148904.925,1882688.965,22,10,30,,41.83343751,-87.72898812,"(41.8334375127434, -87.72898811617311)",51,50,FALSE
10/23/2017,Completed - Dup,11/2/2017,17-07125649,Garbage Cart Black Maintenance/Replacement,,,,2825 S KEELEY ST,60608,1169075.031,1885862.988,11,9,60,,41.84224466,-87.6547942,"(41.84224466339151, -87.6547941965913)",13,50,TRUE
10/23/2017,Open,,17-07120182,Garbage Cart Black Maintenance/Replacement,,,,2119 S RIDGEWAY AVE,60623,1151703.016,1889542.407,24,10,29,,41.85245818,-87.7185306,"(41.852458176907426, -87.71853060495606)",21,50,FALSE
10/23/2017,Open,,17-07120045,Garbage Cart Black Maintenance/Replacement,,,,1805 S CENTRAL PARK AVE,60623,1152655.48,1891084.33,24,10,29,,41.85690825,-87.71500305,"(41.856908254996156, -87.71500304741234)",36,50,TRUE
10/23/2017,Open,,17-07122343,Garbage Cart Black Maintenance/Replacement,,,,1666 S TROY ST,60623,1155631.59,1891461.91,24,10,29,,41.85724323,-87.70434431,"(41.85724322929814, -87.70434430515114)",3,50,FALSE
10/23/2017,Open,,17-07124675,Garbage Cart Black Maintenance/Replacement,,,,1637 S TRUMBULL AVE,60623,1153638.201,1891579.182,24,10,29,,41.8579035,-87.71137299,"(41.857903501276105, -87.71137299020651)",3,50,FALSE
10/23/2017,Open,,17-07133118,Garbage Cart Black Maintenance/Replacement,,,,1129 S ALBANY AVE,60612,1155866.619,1895016.654,28,11,29,,41.86734256,-87.70311169,"(41.86734256000063, -87.70311169281581)",42,50,FALSE
10/23/2017,Open - Dup,,17-07132541,Garbage Cart Black Maintenance/Replacement,,,,4034 W POLK ST,60624,1149612.933,1896140.57,24,11,26,,41.87102797,-87.726765,"(41.871027968951296, -87.72676499777393)",54,50,TRUE
10/23/2017,Open,,17-07125197,Garbage Cart Black Maintenance/Replacement,,,,4034 W POLK ST,60624,1149612.933,1896140.57,24,11,26,,41.87102797,-87.726765,"(41.871027968951296, -87.72676499777393)",65,50,FALSE
10/23/2017,Open,,17-07127093,Garbage Cart Black Maintenance/Replacement,,,,734 S CALIFORNIA AVE,60612,1157819.445,1896571.206,28,11,27,,41.87186091,-87.69619196,"(41.8718609137852, -87.69619195665148)",55,50,TRUE
10/23/2017,Open,,17-07136151,Garbage Cart Black Maintenance/Replacement,,,,4718 W JACKSON BLVD,60644,1144980.543,1898271.758,28,11,25,,41.87697579,-87.74350696,"(41.876975788470226, -87.74350696263303)",15,50,FALSE
10/23/2017,Open,,17-07129526,Garbage Cart Black Maintenance/Replacement,,,,2318 W JACKSON BLVD,60612,1160998.335,1898644.912,27,12,28,,41.87767631,-87.68468622,"(41.87767630753438, -87.68468622011328)",60,50,TRUE
10/23/2017,Open,,17-07130246,Garbage Cart Black Maintenance/Replacement,,,,5222 W ADAMS ST,60644,1141589.55,1898831.872,29,15,25,,41.87856999,-87.75596861,"(41.87856998722645, -87.75596861096162)",5,50,FALSE
10/23/2017,Open,,17-07137150,Garbage Cart Black Maintenance/Replacement,,,,2154 W WARREN BLVD,60612,1162043.876,1900329.977,27,12,28,,41.88226745,-87.6812728,"(41.88226744830302, -87.68127280471307)",54,50,TRUE
10/23/2017,Open,,17-07137432,Garbage Cart Black Maintenance/Replacement,,,,134 N MAYFIELD AVE,60644,1137140.157,1900387.199,29,15,25,,41.88322947,-87.77203913,"(41.8832294725282, -87.77203912563776)",42,50,TRUE
10/23/2017,Open,,17-07125034,Garbage Cart Black Maintenance/Replacement,,,,4400 W MAYPOLE AVE,60624,1147014.121,1901092.425,28,11,26,,41.88467431,-87.73566785,"(41.88467430551532, -87.73566784530101)",40,50,TRUE
10/23/2017,Open - Dup,,17-07124488,Garbage Cart Black Maintenance/Replacement,,,,4252 W MAYPOLE AVE,60624,1148000.264,1901114.265,28,11,26,,41.88470754,-87.73279838,"(41.884707540761426, -87.7327983822988)",27,50,TRUE
10/23/2017,Open - Dup,,17-07124169,Garbage Cart Black Maintenance/Replacement,,,,4056 W MAYPOLE AVE,60624,1149221.029,1901141.747,28,11,26,,41.88476135,-87.72810219,"(41.88476135091638, -87.72810219442545)",14,50,FALSE
10/23/2017,Open,,17-07120233,Garbage Cart Black Maintenance/Replacement,,,,3424 W CARROLL AVE,60624,1153491.132,1902190.049,28,11,27,,41.88755546,-87.71223162,"(41.88755546477736, -87.712231623343)",11,50,TRUE
10/23/2017,Open,,17-07128578,Garbage Cart Black Maintenance/Replacement,,,,5910 W HURON ST,60644,1136944.283,1904041.446,29,15,25,,41.89295136,-87.77274507,"(41.892951361604084, -87.77274506525691)",21,50,TRUE
10/23/2017,Open,,17-07132981,Garbage Cart Black Maintenance/Replacement,,,,643 N CHRISTIANA AVE,60624,1153928.69,1904088.489,27,11,23,,41.89318691,-87.71000048,"(41.89318691240407, -87.71000047978454)",21,50,FALSE
10/23/2017,Open - Dup,,17-07126834,Garbage Cart Black Maintenance/Replacement,,,,5056 W HURON ST,60644,1142521.041,1904174.93,37,15,25,,41.89321188,-87.75289204,"(41.893211877597885, -87.75289203766141)",24,50,TRUE
10/23/2017,Completed,10/27/2017,17-07124890,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,833 N HOMAN AVE,60651,1153555.217,1905475.62,27,11,23,63,41.8964741,-87.71132066,"(41.896474100784204, -87.7113206594742)",49,50,TRUE
10/23/2017,Open - Dup,,17-07134383,Garbage Cart Black Maintenance/Replacement,,,,5355 W IOWA ST,60651,1140378.726,1905477.122,37,15,25,,41.89660817,-87.76033943,"(41.896608169450005, -87.76033942974641)",59,50,TRUE
10/23/2017,Open,,17-07128452,Garbage Cart Black Maintenance/Replacement,,,,909 N HOYNE AVE,60622,1162238.046,1906082.471,2,12,24,,41.89801076,-87.67941491,"(41.89801076097443, -87.6794149133236)",40,50,TRUE
10/23/2017,Completed,10/23/2017,17-07122109,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,3138 W WALTON ST,60622,1155244.028,1906163.595,26,12,23,,41.8984215,-87.70587712,"(41.89842149861679, -87.70587712478266)",27,50,TRUE
